business,open,city,review_count,name,state,stars
227,true,Madison,4,Budget Car & Truck Rental,WI,3.0
228,true,Madison,11,Woody Anne's,WI,4.5
229,true,Madison,8,Firestone Complete Auto Care,WI,3.0
230,true,Madison,5,Isthmus Eye Care,WI,5.0
231,true,Madison,112,Smoky Jon's #1 BBQ,WI,4.0
232,true,Madison,8,Fazoli's,WI,3.0
233,true,Madison,7,Noah's Ark Pet Center,WI,4.0
234,true,Madison,6,Video Game X-Change,WI,4.5
235,false,Madison,3,Dimitri's Gyros,WI,3.5
236,true,Madison,36,Pat O'Malley's Jet Room,WI,4.5
237,true,Madison,3,Wisconsin Vision,WI,4.5
238,true,Madison,14,Beckett Tax & Accounting Llc,WI,5.0
239,true,Madison,11,Panera Bread,WI,3.5
240,true,Madison,5,Enterprise Rent-A-Car,WI,4.5
241,true,Madison,4,Geology Museum,WI,4.5
242,true,Madison,3,U-Haul Moving & Storage of Eastside,WI,1.0
243,true,Madison,13,Cottage Cafe,WI,4.0
244,true,Madison,3,Eastside Transmission Service Inc,WI,5.0
245,true,Madison,3,Gaylord Catering Service,WI,4.0
246,true,Madison,32,Michael's Frozen Custard,WI,3.5
247,true,Madison,3,Lazybones Laundry & Cleaning Services Inc,WI,2.5
248,true,Madison,4,Harley's Liquor & Bait,WI,5.0
249,true,Monona,7,East Side Club,WI,3.5
250,true,Madison,4,Truesdell Animal Care Hospital & Clinic,WI,4.0
251,true,Madison,10,Courtesy Auto Service,WI,5.0
252,true,Madison,6,Tires Plus,WI,4.0
253,true,Monona,5,Country Inn & Suites by Carlson-Madison,WI,3.0
254,true,Madison,8,Mounds Pet Food Warehouse,WI,4.0
255,true,Monona,5,Village Pedaler,WI,4.0
256,true,Monona,3,Aldo Leopold Nature Center,WI,4.5
257,true,Madison,5,Pizza Hut,WI,1.5
258,true,Madison,3,Wayne's Automotive,WI,5.0
259,true,Monona,4,La Rosita Latina Grocery Store,WI,5.0
260,true,Madison,3,Marling Homeworks,WI,3.0
261,true,Monona,4,Sorge CPA & Business Advisors|| SC,WI,2.0
262,true,Madison,5,Dairy Queen,WI,1.5
263,true,Madison,3,Rocky Rococo Pan Style Pizza,WI,3.0
264,true,Madison,5,Farm & Fleet Co,WI,2.5
265,true,Monona,23,Fat Jacks Barbecue,WI,3.5
266,true,Madison,4,Brothers Main Appliance & TV,WI,4.5
267,true,Monona,4,La Bamba,WI,2.0
268,true,Monona,9,Menards,WI,2.0
269,true,Monona,10,Starbucks,WI,4.5
270,true,Madison,4,Radio Doctor of Madison Inc the,WI,4.0
271,true,Monona,5,Rubin's Clearance Center,WI,4.0
272,true,Monona,3,Monona Alterations,WI,4.5
273,false,Madison,5,Poppa Coronofoulos Gyros & Chicago Style Deli,WI,4.0
274,true,Monona,6,Monona Motors,WI,5.0
275,true,Monona,19,Angelo's,WI,3.5
276,true,Madison,8,Antiques Mall Of Madison,WI,4.0
277,true,Madison,45,Metcalfe's Market,WI,4.0
278,true,Madison,3,Arby's,WI,1.0
279,true,Monona,13,Silver Eagle Bar & Grill,WI,3.5
280,true,Madison,14,Carl's Cakes,WI,3.5
281,true,Madison,7,Sentry Food Stores,WI,3.0
282,true,Monona,22,The Ultimate Spa Salon,WI,3.5
283,true,Monona,6,Tully's II Food & Spirits,WI,2.0
284,false,Monona,3,Rossi's,WI,4.0
285,true,Monona,7,Fraboni's Italian Specialties & Delicatessen,WI,4.5
286,true,Monona,16,Ken's Meat's & Deli,WI,4.0
287,true,Madison,5,KFC,WI,1.0
288,true,Madison,4,Ben Franklin Store,WI,4.5
289,true,Madison,3,Olson Vacuum Cleaner Sales & Service,WI,3.5
290,true,Monona,3,Taco Bell,WI,3.0
291,true,Madison,14,Buck's Pizza,WI,3.5
292,true,Monona,32,David's Jamaican Cuisine,WI,4.0
293,false,Madison,3,Groff's Buckeye Barber Shop,WI,5.0
294,true,Monona,3,Broadway Tire,WI,3.5
295,true,Madison,10,China Inn,WI,3.0
296,true,Madison,11,Dairyland Family Restaurant,WI,3.0
297,true,Monona,3,Monona Veterinary Clinic,WI,4.0
298,true,Monona,3,Copps Foods,WI,3.0
299,false,Madison,4,Packer Inn,WI,3.0
300,true,Madison,3,Wendy's,WI,2.5
301,true,Monona,30,Red Robin Gourmet Burgers,WI,2.5
302,true,Monona,6,Tasting Room,WI,4.5
303,true,Monona,6,Felly's Flowers,WI,3.0
304,true,Monona,5,Taste of China,WI,3.0
305,true,Madison,3,Madison Public Library - Pinney Branch,WI,4.0
306,true,Monona,7,Noodles & Company,WI,2.5
307,true,Madison,9,Culver's,WI,4.0
308,true,Madison,6,Habitat For Humanity Restore,WI,3.5
309,true,Monona,3,USA Nails,WI,2.5
310,true,Madison,33,Toby's Supper Club,WI,4.0
311,true,Madison,8,Hickory Hills Kennels,WI,4.0
312,true,Madison,6,JBC Coffee Roasters,WI,5.0
313,true,Madison,4,Oakhouse Farm Bakery,WI,4.0
314,true,Madison,5,Staybridge Suites Extended Stay Hotel Madison-East,WI,3.5
315,true,Madison,5,Grandstay Residential Suites,WI,4.5
316,true,Madison,4,Paradigm Gardens,WI,5.0
317,true,Madison,16,Pooley's,WI,3.0
318,true,Madison,16,Eastgate Cinemas,WI,2.5
319,true,Madison,3,Abra Auto Body,WI,4.5
320,true,Madison,24,Uno Pizzeria & Grill,WI,3.0
321,false,Madison,5,American TV & Appliance,WI,1.0
322,true,Madison,9,All Comfort Services,WI,3.0
323,true,Madison,13,Courtyard by Marriot - Madison East,WI,4.0
324,true,Madison,7,Dane County Humane Society,WI,3.5
325,true,Madison,12,Milio's Sandwiches,WI,3.5
326,true,Madison,3,Mike's Wine Shop,WI,4.5
327,true,Madison,4,Regent Market Co-Op,WI,4.5
328,true,Madison,17,Best Western Inntowner And The Highland Club,WI,3.5
329,true,Madison,18,Octopus Car Wash,WI,3.5
330,false,Madison,3,Subway,WI,1.5
331,true,Phoenix,12,Domino's Pizza,AZ,2.5
332,true,Phoenix,5,Viad Tower Restaurants,AZ,3.5
333,true,Phoenix,20,Sky Lounge,AZ,2.5
334,true,Phoenix,15,Palazzo,AZ,2.5
335,true,Phoenix,28,Virginia Auto Service,AZ,4.0
336,true,Phoenix,281,Wild Thaiger,AZ,4.0
337,true,Chandler,12,V's Barbershop,AZ,4.0
338,true,Phoenix,5,Central Park Square Athletic Club,AZ,4.5
339,true,Phoenix,11,Central Phoenix OB/Gyn,AZ,2.5
340,true,Phoenix,4,Renaissance Fine Jewelry,AZ,4.0
341,true,Phoenix,10,Best Western Central Phoenix Inn,AZ,3.0
342,true,Phoenix,52,Safeway,AZ,2.5
343,true,Phoenix,176,Canyon Cafe,AZ,3.5
344,false,Phoenix,11,Teeter House Tea Room,AZ,3.0
345,true,Phoenix,4,Phoenix Produce Company,AZ,5.0
346,true,Phoenix,6,DeChance & Company,AZ,5.0
347,true,Phoenix,7,Burger King,AZ,2.5
348,true,Phoenix,13,St Mary's Basilica Catholic Church,AZ,5.0
349,true,Phoenix,97,The Heard Museum,AZ,4.0
350,true,Phoenix,54,Herberger Theater Center,AZ,4.0
351,true,Phoenix,5,Arizona School For the Arts,AZ,4.0
352,true,Phoenix,6,Taco Bell,AZ,3.5
353,true,Phoenix,157,Majerle's Sports Grill,AZ,3.5
354,true,Phoenix,5,Michael's Jewelers,AZ,5.0
355,true,Phoenix,17,Yellow Cab,AZ,1.5
356,false,Phoenix,18,Pizzeria Uno,AZ,2.5
357,true,Phoenix,4,Oak Creek,AZ,4.0
358,true,Phoenix,62,Hotel San Carlos,AZ,3.0
359,true,Phoenix,20,Perry Monge Salon Spa,AZ,4.5
360,true,Phoenix,6,Actors Theatre of Phoenix,AZ,4.5
361,true,Phoenix,40,International House of Pancakes,AZ,3.5
362,true,Phoenix,161,Comedor Guadalajara,AZ,4.0
363,true,Phoenix,29,Phoenix Theatre,AZ,4.0
364,true,Phoenix,65,Chico's Tacos,AZ,3.0
365,true,Phoenix,145,Phoenix Blue Fin,AZ,4.0
366,false,Phoenix,4,Circles Records & Tapes,AZ,2.5
367,false,Phoenix,79,Coach & Willies,AZ,3.0
368,true,Phoenix,10,Jackson's On 3rd,AZ,2.0
369,true,Phoenix,5,University Club of Phoenix,AZ,4.5
370,false,Phoenix,90,Fate 905,AZ,3.0
371,false,Phoenix,58,Matador Restaurant,AZ,3.0
372,false,Phoenix,60,Paisley Violin,AZ,3.5
373,true,Phoenix,6,New Garden Restaurant,AZ,3.0
374,true,Phoenix,3,Shafran Bronislava|| MD,AZ,3.5
375,false,Phoenix,4,AT & T Wireless,AZ,1.0
376,false,Phoenix,6,Panorama Wigs,AZ,4.0
377,false,Phoenix,7,Paradise Bakery,AZ,4.0
378,true,Phoenix,3,Renaissance Club,AZ,4.5
379,true,Phoenix,93,Mi Amigo's Mexican Grill,AZ,3.0
380,false,Phoenix,23,Baja Fresh Mexican Grill,AZ,3.5
381,true,Phoenix,77,Hooters,AZ,2.5
382,true,Phoenix,189,The Old Spaghetti Factory,AZ,3.0
383,true,Phoenix,21,Crave Sandwich Cafe & Catering,AZ,3.5
384,true,Phoenix,53,Tom's Tavern & 1929 Grill,AZ,3.0
385,false,Phoenix,19,Karim's Cobbler Shop & Deli,AZ,3.5
386,true,Phoenix,10,Starbucks,AZ,3.5
387,true,Phoenix,3,Arizona Central Credit Union,AZ,3.5
388,true,Phoenix,91,Los Olivos Hand Car Wash,AZ,3.5
389,true,Phoenix,50,The Downtown Deli,AZ,3.5
390,true,Phoenix,109,Zoes Kitchen,AZ,3.5
391,true,Phoenix,4,Sunwest Federal Credit Union,AZ,3.5
392,true,Phoenix,4,The Met,AZ,3.5
393,true,Phoenix,4,Subway,AZ,2.0
394,false,Phoenix,7,The Brickhouse,AZ,3.5
395,true,Phoenix,4,Central United Methodist Church,AZ,4.0
396,true,Phoenix,3,Kzon 101.5 Fm,AZ,3.5
397,true,Phoenix,8,Downtown,AZ,2.5
398,true,Phoenix,4,KMLE FM 108 - Camel Country,AZ,5.0
399,true,Phoenix,86,Hard Rock Cafe,AZ,3.0
400,true,Phoenix,22,Papa Christo's,AZ,3.5
401,true,Phoenix,14,McDonald's,AZ,1.5
402,true,Phoenix,11,Eye Lounge,AZ,4.5
403,true,Phoenix,56,Phoenix Convention Center,AZ,3.5
404,true,Phoenix,10,Subway,AZ,4.0
405,true,Phoenix,6,Central Cafe,AZ,4.0
406,false,Phoenix,4,Jordan's Mexican Food,AZ,2.0
407,true,Phoenix,3,Training To You Inc,AZ,4.5
408,true,Phoenix,5,Digestive Health Center of Arizona,AZ,3.0
409,true,Phoenix,35,Duck & Decanter,AZ,4.0
410,true,Phoenix,49,Best of Philly,AZ,3.5
411,true,Phoenix,3,Fastsigns,AZ,4.5
412,true,Phoenix,46,Arizona Center,AZ,3.0
413,true,Phoenix,29,Cali Nails 4,AZ,3.5
414,true,Phoenix,40,Ichi Ban Japanese Restaurant & Sushi,AZ,3.5
415,false,Phoenix,15,Schlotzskys Deli,AZ,2.5
416,true,Phoenix,191,Honey Bear's BBQ,AZ,3.0
417,false,Phoenix,189,Cheuvront,AZ,3.5
418,true,Phoenix,299,Alice Cooper'stown,AZ,3.5
419,true,Phoenix,22,Tee Pee Tap Room,AZ,2.5
420,true,Phoenix,10,Bentley Projects,AZ,4.5
421,true,Phoenix,118,US Airways Center,AZ,4.0
422,true,Phoenix,16,Holiday Inn Express,AZ,4.5
423,true,Phoenix,6,Arizona Baseball Club Restaurant,AZ,3.5
424,true,Phoenix,73,Friday's Front Row Sports Grill,AZ,3.5
425,true,Phoenix,29,Modified Arts,AZ,3.5
426,true,Phoenix,15,Phoenix Symphony,AZ,4.5
427,true,Phoenix,13,A Touch of Yogurt,AZ,4.0
428,true,Phoenix,51,Bar Bianco,AZ,4.5
429,true,Phoenix,75,Athenian Express,AZ,3.5
430,true,Phoenix,171,Arizona Science Center,AZ,4.0
431,true,Phoenix,4,Arizona Heart Institute,AZ,2.0
432,true,Phoenix,4,Pizza Hut,AZ,2.0
433,true,Phoenix,7,Subway,AZ,2.5
434,true,Phoenix,4,Big Brothers Big Sisters of Central Arizona,AZ,3.5
435,true,Phoenix,31,Banner Good Samaritan Medical Center,AZ,3.5
436,true,Scottsdale,11,Photomart,AZ,4.0
437,true,Phoenix,129,Rosita's Place,AZ,4.0
438,true,Phoenix,22,Cash Inn Country,AZ,4.0
439,true,Phoenix,8,Ultra Collision,AZ,5.0
440,true,Phoenix,20,Whataburger,AZ,3.0
441,true,Phoenix,5,El Y Ella,AZ,3.5
442,false,Phoenix,82,That's A Wrap,AZ,4.0
443,true,Phoenix,14,Super 8 Phoenix Downtown,AZ,2.0
444,true,Phoenix,4,Fresh Start Women's Resource Center,AZ,4.5
445,true,Phoenix,6,Alpha Book Center,AZ,4.0
446,true,Phoenix,5,The Wheel Shop,AZ,3.0
447,true,Phoenix,147,La Tolteca Mexican Foods,AZ,4.0
448,true,Phoenix,77,Gourmet House of Hong Kong,AZ,3.5
449,true,Phoenix,3,Tacos Mexico,AZ,4.5
450,true,Phoenix,5,Dulceria Pico Rico,AZ,3.5
451,true,Phoenix,4,Arizona Pediatric Cardiology Consultants,AZ,4.0
452,false,Phoenix,3,Center For Spinal Disorders,AZ,2.5
453,true,Phoenix,13,Alwun House,AZ,4.0
454,true,Phoenix,15,Sunshine Market,AZ,4.5
455,true,Phoenix,6,Sojourner Center,AZ,3.5
456,true,Phoenix,196,Welcome Diner,AZ,4.5
457,true,Phoenix,13,Karamba Nightclub,AZ,3.0
458,true,Phoenix,18,Bandaids Show Lounge,AZ,3.0
459,true,Phoenix,3,Austin Linda MD,AZ,3.5
460,true,Phoenix,8,Southwest Women's Care,AZ,3.5
461,true,Phoenix,125,Phoenix Ranch Market III,AZ,4.5
462,true,Phoenix,6,TASC|| Inc,AZ,1.0
463,true,Phoenix,18,Bavarian Motors Ltd,AZ,4.5
464,true,Phoenix,4,Metro Appliance Service Company,AZ,2.5
465,true,Phoenix,71,Ryan's Pet Supplies,AZ,4.0
466,true,Phoenix,14,Mariscos Ensenada,AZ,4.0
467,true,Phoenix,59,Rainbow Donut,AZ,4.0
468,true,Phoenix,20,Red Modern Furniture,AZ,3.5
469,true,Phoenix,3,Techniprint Company,AZ,5.0
470,true,Phoenix,5,Phoenix Perinatal Associates,AZ,4.0
471,true,Phoenix,53,Guanaquito Restaurant,AZ,4.5
472,true,Phoenix,65,Tacos De Juarez,AZ,3.5
473,true,Phoenix,21,Coco's Family Restaurant,AZ,3.0
474,true,Phoenix,8,Walgreens,AZ,3.0
475,false,Phoenix,175,Coronado Cafe,AZ,4.0
476,true,Phoenix,3,Botas El Jibaro,AZ,3.5
477,true,Phoenix,9,Sonic Drive-In,AZ,3.0
478,true,Phoenix,178,MacAlpine's Soda Fountain,AZ,3.5
479,true,Phoenix,15,Royale Lounge,AZ,4.5
480,true,Phoenix,154,Rito's Market & Mexican Take Out,AZ,4.5
481,true,Phoenix,5,Food City,AZ,3.0
482,true,Phoenix,4,Cigna Healthcare of Arizona,AZ,3.5
